stress_q1,stress_q2,stress_q3,stress_q4,stress_q5,scws,income,investment,gcse_min,parent_gender
2,3,5,4,5,53,19.842613137889025,10.01683033834202,1,Woman
2,2,1,5,3,39,14.212599674514507,6.008923882334278,0,Man
4,2,4,4,2,53,17.401552438784783,8.198517999760917,1,Woman
4,7,4,8,9,51,21.396015330634583,6.4924379175183935,0,Man
5,4,9,6,4,39,10.960108692712621,4.409944565398082,1,Woman
9,7,3,8,9,29,5.903651067496952,2.370332862542826,0,Woman
2,6,3,3,1,47,10.449865970004465,2.8797179180219388,0,Man
6,0,3,6,3,45,18.646547151088456,11.331012221908374,1,Woman
10,10,9,10,10,34,7.154170534453044,5.87560826189118,1,Woman
2,2,6,3,3,46,20.28022758014048,7.372643934080251,1,Woman
6,9,6,5,7,40,11.412324855514562,4.5040438504430185,1,Woman
2,6,1,0,2,51,21.2503465156162,8.54596575283856,0,Man
2,6,2,1,4,36,11.249141703449366,5.115285233442641,0,Woman
8,6,9,5,5,45,14.809157511004697,8.210786306207913,0,Man
5,5,6,4,6,52,6.583086455737021,3.326847149202888,1,Woman
1,2,3,6,1,43,19.128871421466428,7.5230362654050555,1,Woman
3,3,2,3,5,40,11.049994421307002,3.938305099355752,0,Woman
5,4,6,4,4,51,19.33408954386755,5.792572469753074,1,Woman
1,0,4,2,0,51,21.234676999740927,8.358090160633772,1,Woman
6,6,6,7,3,37,13.322251088313593,5.984399211943655,0,Man
8,2,3,7,4,48,13.778243709182147,7.827374364125047,0,Other
4,0,3,1,3,55,19.37101743449748,9.786647078147944,1,Woman
8,4,7,5,8,34,10.958293080155519,5.084314540908475,1,Woman
5,4,3,0,3,57,22.11616256726073,11.340191952813202,1,Woman
5,5,9,3,7,45,11.736558993276066,6.7778240741394695,1,Woman
5,5,6,6,6,42,14.56335495437192,8.04456621749697,1,Man
0,2,4,4,3,36,12.49221269843288,0.14955493469945846,0,Woman
1,5,3,3,1,53,17.772155638141093,13.077719376573913,1,Woman
5,2,4,5,6,43,13.312162288595552,5.403942309918261,0,Man
5,3,5,6,3,49,15.858223980287837,3.412076441378051,0,Man
7,7,6,5,5,39,7.187128807793915,6.308699622974931,0,Man
3,2,2,2,2,48,12.780136108334835,6.395574838837034,1,Woman
8,5,4,10,6,43,11.2022084600773,5.766677991034815,1,Man
3,2,4,4,1,39,7.1712417386627845,1.8760567968418842,0,Woman
7,9,6,7,5,43,13.018712699086656,4.86814702249033,0,Man
6,6,6,7,7,41,13.892513556335244,5.216478501212818,1,Woman
9,5,5,8,6,22,-4.547224966172742,-5.645234593534035,0,Woman
7,6,7,8,9,32,7.972679907725213,6.359101950660454,1,Other
4,5,5,7,4,43,13.395520204793348,6.23078734515939,1,Woman
1,6,2,3,5,54,12.799976212188247,5.62659021507652,0,Other
2,5,4,4,2,50,19.238149176954483,7.407713029356099,1,Man
2,1,1,4,4,57,17.804201468254874,7.833802653223433,1,Woman
9,6,8,5,8,39,13.986326847715011,6.66161128804525,0,Man
-0,2,3,0,1,50,20.738123404897443,8.831421231460052,0,Other
2,6,5,5,0,47,19.872485280776097,10.386571048472213,0,Man
5,8,3,3,3,53,10.65825847313469,5.111294480795941,1,Woman
6,6,9,4,2,45,14.214011467307563,6.06719658133987,0,Man
4,6,5,7,6,34,12.337964004975916,7.233357742257418,0,Woman
4,2,5,4,5,35,18.034512639388804,9.659658324864669,1,Woman
7,4,3,6,5,36,7.921090300239985,3.688885640875716,0,Woman
4,3,5,2,2,43,15.10635002587803,7.628925057044704,1,Woman
0,0,2,0,-0,51,21.420917430289713,7.889161139903074,1,Woman
8,7,10,6,6,40,10.355022309776675,5.670901826148711,1,Woman
5,4,6,3,6,47,23.306401515602207,10.34138782479867,1,Man
-0,1,1,1,4,51,20.56649172633649,6.8610390075868946,0,Man
10,10,8,10,10,35,6.8738174746424505,3.020583056595548,0,Man
0,1,1,1,2,48,14.829737677943637,4.394737739736682,1,Man
7,3,10,6,8,39,8.37450745700335,2.8131074075098628,1,Woman
2,5,3,4,5,45,21.15827244150194,9.61860445027536,1,Woman
5,6,4,5,5,34,10.35994339095958,5.9908274737918825,0,Woman
3,3,3,7,3,51,10.705319557274454,7.567936537453452,1,Woman
0,5,5,3,1,47,17.689151623468593,10.233712025649586,1,Man
1,0,0,-0,2,53,20.51819865261912,10.083566147584342,1,Man
8,9,6,5,8,39,6.271262918347972,5.3138716469048735,1,Man
5,3,5,3,6,50,18.540125823683596,6.933597314213004,1,Man
5,5,2,7,3,48,18.141480393591745,3.8109975300512504,1,Woman
5,6,2,5,2,48,16.778145247145726,7.238863331434937,1,Woman
5,8,4,5,5,40,28.527998365315383,12.55923592035277,1,Woman
7,3,6,7,5,46,17.39557519935849,10.878889459503398,0,Man
3,5,4,4,4,53,22.240932298139043,12.750942914574177,1,Woman
4,4,6,4,5,41,22.880898372302433,9.329596427121714,1,Woman
7,8,9,6,9,47,13.641375041426128,9.09030939500488,1,Woman
0,0,1,0,0,53,23.962590645499894,13.605836368498464,1,Man
7,5,5,5,7,38,6.6990435009748595,3.8329184829462526,0,Woman
9,4,3,6,8,38,9.069835360048668,4.797937088229398,0,Woman
2,0,4,0,3,57,22.417538001513925,8.458589371345582,1,Man
7,6,6,8,6,36,8.652755000033594,2.5840819640046293,1,Woman
3,-0,4,2,6,50,16.78552339646177,8.859369968846238,1,Man
3,1,4,2,2,41,12.776774046838497,7.394858371718151,1,Woman
8,4,7,7,5,36,15.107344524567234,7.595923084075368,0,Man
2,3,0,1,3,48,21.529422093372133,7.184476306552737,1,Woman
5,5,8,7,6,44,16.645798929347926,4.369496675029617,0,Man
3,8,5,6,4,48,14.991480988121861,10.356354721198617,1,Man
5,3,0,6,5,39,10.40797302823534,5.289216693783979,0,Woman
2,7,-0,3,4,50,17.103062985071332,6.017523250357401,1,Woman
10,10,8,10,10,24,-0.29607970024316543,1.1019932697375596,0,Man
6,2,3,5,3,49,17.5731232046105,8.56795180221455,1,Woman
5,7,8,6,7,46,13.527917922086495,9.986925528364907,1,Man
5,8,6,10,9,42,17.393717099345665,8.781536706105044,1,Woman
4,7,5,5,5,38,13.318375104399827,10.965683285213712,0,Other
0,-0,1,1,2,48,24.81270687009038,8.897528328918261,0,Man
10,10,10,10,10,33,9.038990315055704,5.118786390824619,1,Woman
8,8,7,9,9,38,14.348330831877458,3.89040533595535,0,Man
10,6,9,8,10,32,6.072444552791705,3.8680348858162183,1,Man
5,6,4,6,7,39,10.99016336051854,4.51401872118462,1,Man
4,6,5,3,2,41,12.07080258978203,3.5756431457142757,0,Man
5,5,4,5,2,42,10.068165808444878,7.395254755891638,1,Woman
1,4,-0,1,2,52,24.441288320357362,12.4636003141003,1,Woman
6,7,7,6,10,43,11.211029016982366,3.9839874489713547,1,Woman
1,7,1,1,3,48,12.741063795419688,7.20661320996241,1,Woman
10,6,9,6,7,37,7.865245844016506,5.524910999713485,1,Woman
2,5,2,0,5,45,22.37599357329443,9.081528537078915,0,Man
7,5,8,9,9,43,11.34066693577961,5.4293418309464085,0,Man
5,7,7,5,5,47,15.279416833563499,6.225963788632952,0,Man
2,5,2,5,3,60,21.954579258860313,8.730769520435786,1,Man
7,4,9,5,6,52,23.551371644911693,9.092802747800402,1,Man
4,5,5,4,3,45,20.32567566719473,9.384567687488097,1,Woman
6,4,3,2,6,36,11.458242702008775,3.306045121693016,1,Man
6,7,2,7,4,45,21.1730901349844,6.097369934592509,1,Woman
3,3,4,4,1,48,20.184657124700866,8.197937948540579,0,Man
9,9,6,10,10,32,4.202326224374856,3.5796276274825356,0,Man
3,1,5,3,2,58,28.64473689117358,13.155873783890026,1,Woman
5,5,3,6,7,38,10.376171269657284,5.7996188264244575,1,Man
3,0,1,3,3,57,28.702159821889943,15.169341597697892,1,Woman
3,3,5,8,5,43,11.964220061722106,2.293321275728701,1,Woman
1,1,4,3,1,51,23.504741861255447,12.174886811828877,1,Woman
8,6,2,5,8,41,12.831247164102916,6.16088736581197,1,Woman
5,5,4,7,8,39,16.272379170430096,7.150701256678066,1,Woman
8,9,7,7,7,26,10.993813522471491,4.908028361273139,1,Man
1,3,7,1,2,47,17.976618232504926,7.736853632341122,1,Man
5,7,4,6,5,40,15.988932203931977,6.9886595376818255,1,Woman
7,3,8,4,7,46,10.00670895662827,4.53624572366329,1,Man
8,10,6,10,5,34,8.87524325366982,6.0763572097777505,0,Man
7,5,8,7,8,42,9.61909121630513,4.293375418734766,0,Man
8,6,3,9,6,39,9.036837076549551,5.300422983269481,1,Woman
9,4,8,5,7,41,3.4661660817619566,2.1043825806026213,0,Woman
9,7,10,4,10,27,6.754938191922207,3.695385777114166,0,Woman
7,10,6,5,8,38,12.756917261546185,5.564951526726489,0,Woman
4,1,7,4,4,41,9.915528694080203,3.9149987218379403,0,Man
4,6,8,7,8,49,8.012438502880137,4.479088829874316,0,Other
3,5,5,3,0,45,15.292410409318178,6.713131219277664,0,Man
6,8,4,7,9,36,11.581450203384007,5.04125325892724,1,Woman
6,3,3,5,5,37,13.99620166519498,4.968856078091306,0,Woman
7,6,9,5,6,43,11.185038827161238,6.840557023104814,1,Woman
6,9,8,3,4,41,14.049107956895119,8.444782854860314,1,Woman
5,3,4,4,6,42,12.352063930514,4.65213595046723,0,Woman
7,10,9,9,8,44,16.272152812474364,5.8937674330357,0,Other
-0,-0,3,4,1,48,11.488754143470551,6.371109807392265,0,Man
0,-0,2,-0,0,52,20.80434475439972,7.357835525472263,0,Man
8,4,10,7,6,46,11.367395729287686,5.430302153268121,0,Man
9,7,10,8,10,29,11.108745078950463,0.1679549452564224,0,Woman
7,6,8,8,7,30,7.53629151035151,5.862847982570356,1,Woman
0,1,2,-0,0,44,18.050713353498267,4.821491316861545,1,Woman
2,2,2,5,2,48,15.896621243201867,6.5161134185267695,0,Man
3,3,5,6,5,47,12.823085044171556,0.13335745466743187,0,Woman
0,5,1,3,2,50,23.56423050769618,9.189871029154759,1,Man
8,7,5,6,10,43,15.364935532719022,6.225901565721825,0,Woman
1,3,2,5,4,42,9.864620662797439,4.599917536433649,0,Man
10,10,8,10,10,40,11.921547889129672,5.33307887711322,0,Man
3,0,5,3,5,58,21.97427936764995,11.240975898353382,1,Woman
4,6,-0,4,3,54,16.776388720880703,10.696170938721789,1,Woman
8,9,7,5,8,36,16.644737423641992,5.5384350645923845,1,Woman
1,2,1,-0,2,55,21.397422072802073,9.235152560776834,1,Woman
8,8,8,5,7,35,6.0948942537074675,5.468955917800102,0,Woman
7,9,7,5,7,58,15.685302440404064,10.07503578702505,1,Man
10,8,8,5,9,36,9.187430319267646,3.1773882453971063,1,Man
8,10,6,9,10,32,7.081131583001169,3.93919000830694,0,Woman
4,2,4,1,5,51,11.14871944018575,5.704654990067238,0,Man
4,2,7,3,4,39,13.2974089974824,4.765816618921498,0,Man
10,10,10,9,9,46,16.860714346682816,9.228483723296396,1,Woman
5,10,7,6,6,44,11.636168588143011,6.5008290256561425,1,Woman
4,6,1,6,4,46,17.98432178061813,8.185855876396415,1,Man
1,3,4,1,3,49,20.75388617549533,6.726848883427249,0,Man
2,5,8,7,7,40,12.994065773339479,6.7089342690292995,0,Man
2,7,4,4,2,44,17.436159458481203,9.721996094960435,1,Man
4,7,5,6,2,45,19.41523260467794,11.204307072919729,1,Woman
5,6,5,4,5,46,16.47685292810062,4.66822300835061,0,Other
4,8,5,3,7,40,10.196665607649418,6.370306666802358,1,Woman
5,3,5,6,3,51,17.53639984063059,10.282669574048077,1,Woman
4,4,7,1,3,51,16.736138118032763,10.381164632800111,0,Other
6,4,7,5,5,53,22.35603736538109,12.137891948391058,1,Woman
3,2,5,-0,4,51,22.284115880783105,9.849858246643084,1,Woman
1,3,3,2,0,48,21.206000745713123,9.37502307968521,1,Man
2,1,5,0,4,48,12.259983147198412,6.056100002387239,1,Woman
1,1,2,3,1,47,17.16261611426583,7.170856588617778,0,Man
7,8,6,6,6,43,20.024032471165025,8.585816111318993,0,Man
5,5,7,5,6,30,13.02815982114942,2.5805059673399207,0,Man
4,4,2,3,7,47,21.78595143846229,10.382435269021467,1,Woman
2,4,6,3,1,52,22.642434521539496,7.300604111009481,0,Other
5,0,6,4,5,45,21.097137563491664,10.214015638808327,0,Other
1,5,5,4,1,47,20.46764695480372,9.788627725462145,1,Woman
2,3,0,6,7,48,13.137538880240804,8.867760895911731,1,Woman
5,5,8,3,4,44,20.51084025693997,11.002615665881866,1,Woman
0,2,3,-0,2,46,24.617020564182358,10.999459547858143,1,Man
0,1,-0,3,2,55,18.232695291253336,4.817733823858523,1,Woman
2,0,3,2,0,43,15.51754875237957,4.532471634489809,0,Woman
2,1,3,4,5,44,23.259559999124892,10.580622581803496,0,Man
6,9,8,7,9,32,9.06319988335892,2.4772860380339674,0,Man
8,6,7,6,6,29,6.7235749700503575,4.73657428246891,1,Man
9,4,4,8,6,52,18.921224893053754,11.55157503402817,1,Woman
4,5,1,2,4,59,16.46161402531546,7.71230278807146,1,Woman
6,6,6,9,6,34,11.339632164197736,7.9687227943680945,0,Woman
10,7,9,6,10,34,4.735013171876938,0.9879928956429067,0,Woman
-0,3,1,1,1,44,14.445771146401743,5.329840019981841,1,Woman
1,4,6,3,2,49,23.209967937079348,11.426112003182187,0,Other
3,1,7,3,1,53,24.26930486883484,11.631033386983196,1,Woman
6,4,9,6,3,44,11.003367698043734,5.822123097493714,0,Man
2,1,7,1,2,41,17.77489662299579,5.157522320426256,0,Man
3,3,0,4,-0,45,16.54926214925006,6.450556958723205,0,Man
3,4,3,7,4,53,14.252575904568264,6.556261842523084,1,Woman
5,4,7,5,6,47,25.135286957665862,9.948771953816765,1,Woman
6,2,5,1,3,44,13.506631046558672,7.49232829714795,1,Woman
5,10,5,5,4,34,10.359988369205979,6.416863572666385,1,Other
6,5,2,3,4,50,17.694607137461727,9.851404335146093,1,Woman
7,6,3,9,9,42,9.689404183706362,6.2053283221679365,1,Woman
7,7,3,6,8,41,18.817914659223884,7.831576979527503,1,Woman
1,0,4,2,0,50,15.669482516835682,7.1884273372629774,0,Man
6,5,6,5,5,47,11.118356591272061,5.67905411346557,1,Woman
6,7,10,5,6,42,15.999151469905941,10.675792287169644,1,Woman
3,2,1,3,1,52,13.647746413169592,3.2636003131257993,1,Woman
7,4,5,1,4,33,7.22641420136056,3.4588863774424254,0,Woman
1,3,6,3,3,52,22.434155835457233,11.213756037605926,1,Man
4,6,5,4,5,59,21.34580941776408,10.745811955505934,1,Man
7,4,7,6,4,40,22.301268283358418,6.89451532796241,1,Woman
8,7,7,6,5,39,12.455647594275414,5.4034900706293225,1,Woman
4,1,4,4,4,49,14.880357465143598,6.11321308820834,0,Man
3,4,2,3,4,55,14.703612173039437,9.213158735680944,1,Woman
4,5,4,4,6,44,12.792229678642858,6.939714495466893,0,Other
5,1,6,5,7,42,14.894662833199122,6.454790715342185,0,Man
7,9,2,7,5,45,20.75657159554945,9.85662557617093,1,Man
3,2,4,3,5,56,25.752436599176995,6.889644727621235,1,Woman
4,4,3,4,4,44,15.324052642784002,6.205684963951669,0,Woman
8,9,3,6,6,41,12.92256405273897,4.552377685221003,1,Woman
6,5,4,3,6,46,15.20562396716904,6.114822449542908,1,Woman
9,5,10,10,8,42,6.1693903667718395,2.4977268722504036,0,Man
4,2,3,1,2,46,16.8481985903252,9.284871689645367,1,Woman
6,8,7,4,4,52,24.458280033205515,9.944623303248697,1,Woman
6,7,10,10,8,44,5.762416339182602,7.743498128746494,1,Woman
3,6,4,4,2,50,13.899972452423414,6.715990587687276,1,Woman
2,4,2,1,3,55,16.077385398324925,10.22659802822034,1,Woman
6,5,4,4,5,43,10.486165644649402,4.055364937202138,1,Woman
3,7,2,6,7,49,22.850698368504485,9.343714203721841,0,Other
7,8,8,7,8,36,11.24566918936544,8.466790365351965,1,Woman
9,10,9,9,10,33,12.700117017212811,3.653453479936848,0,Woman
3,0,1,1,3,39,18.015400302302726,8.808053569578684,0,Man
3,5,1,4,4,42,26.2325187557325,13.442802080032077,1,Woman
5,5,2,7,8,43,13.206539345419529,6.385894477601732,0,Other
4,-0,2,3,4,43,19.307597248072188,6.414465061391002,1,Woman
5,4,5,7,5,48,13.547874794458764,6.547635167871283,1,Woman
9,10,9,9,9,33,4.746401856041924,3.0444543545264855,0,Woman
8,8,4,5,9,20,11.140781830966132,4.013350402309813,0,Woman
4,0,7,5,2,52,14.258172542354515,7.885501373824615,1,Woman
2,4,0,0,1,52,17.747462164816966,3.289679068119648,1,Woman
2,-0,0,0,0,39,15.985583270217187,2.4421734139713562,0,Woman
6,8,9,8,8,37,6.5843724054894395,5.161469109515445,0,Other
7,5,7,10,9,33,9.900849517883227,3.6050840908614696,1,Man
4,4,10,4,6,40,5.618751135290493,1.6914441908384275,0,Woman
5,8,9,3,5,41,10.790127188041959,5.990806354176085,1,Woman
8,4,7,8,7,30,5.728895603811932,2.6752110294073113,0,Man
5,7,7,5,7,46,17.148668182086443,6.587177619372483,1,Woman
4,5,5,6,4,41,17.354966288305256,4.769608092696914,0,Woman
7,8,8,10,6,47,16.26685788616417,8.3640966766048,1,Man
7,4,8,8,9,37,11.095236193104302,4.981674814718124,0,Man
5,4,9,3,5,46,12.191424825940135,5.521258652318596,1,Woman
8,9,10,10,8,40,9.02810635059034,5.585236124975558,1,Woman
0,2,1,1,0,48,17.746442076527263,5.7543985218401295,1,Woman
10,5,9,7,9,23,-2.724835762260181,-0.66773861281718,0,Woman
4,2,2,1,4,51,16.697926794566495,5.4280855640709635,1,Woman
1,3,2,4,1,49,28.561823093691324,10.385364225884967,0,Other
4,7,5,5,2,58,10.982908333437813,5.17871838401453,1,Man
3,0,3,3,2,47,12.831600731749104,3.328560332516832,1,Woman
6,5,7,4,9,38,8.905353749501659,5.331713016303911,1,Man
5,4,6,8,7,33,16.076628876348334,5.610078834010093,0,Man
6,8,3,5,4,43,16.690919133490898,5.252956174791423,0,Man
-0,3,2,1,1,45,16.662378763682796,3.3047000465700958,1,Woman
6,4,7,5,4,46,17.5439673964528,5.058629606007482,1,Woman
5,4,6,4,1,50,14.177875243736468,8.46602339204509,0,Man
7,4,7,8,6,31,0.6500064433377162,1.6588913203071378,0,Woman
4,4,5,3,2,41,16.710008332079486,4.544255612124043,1,Woman
6,8,8,4,7,46,15.627338329394359,4.889106703501718,1,Woman
5,4,2,6,6,56,18.818896615103,9.935137337096052,1,Man
5,4,6,8,8,39,10.432853639661898,4.384642859040115,0,Man
7,5,2,6,5,42,11.520579173377671,5.674929650365723,1,Man
9,9,4,9,8,36,15.480318642190595,9.590003379683257,1,Woman
8,7,5,6,7,39,19.413870168499145,9.202320732466216,0,Man
5,4,6,4,5,44,15.376986283287092,7.344234765665138,1,Woman
5,8,5,5,7,42,18.461122986151906,4.505870362221371,0,Man
3,7,2,1,4,47,16.812925460463738,6.762379601214729,1,Woman
5,6,6,5,8,42,21.298949878476556,10.325191020054026,1,Woman
7,8,3,3,5,48,10.80558517282254,5.830579203761891,1,Woman
4,7,5,5,6,46,18.36272433641831,7.18754328032962,1,Woman
7,10,4,6,9,33,8.240626801791274,2.7807146266961285,0,Woman
7,8,10,10,8,38,7.252878198551413,3.265232083406871,1,Woman
1,0,0,4,2,42,15.025929566444418,8.173905775654912,0,Woman
7,5,7,4,3,46,14.533558701395163,4.8884279329149765,0,Man
4,10,8,8,7,42,13.216166635822642,6.331455247444244,0,Man
7,7,4,6,5,25,13.934457516653705,4.715808467134156,1,Man
4,4,1,4,5,50,21.492854300919625,10.101150070745705,1,Woman
0,0,0,0,0,54,24.96169471739558,8.856667212458676,1,Man
3,1,7,0,2,39,14.907583038031069,2.792039669441329,0,Woman
0,0,1,0,3,57,15.710591329627343,4.623836493976647,1,Woman
0,0,-0,0,2,59,26.476967497170754,8.281539268018902,1,Man
6,6,1,8,7,48,16.82877600966141,10.479414308967133,1,Man
3,6,5,4,3,50,14.137121157356052,4.478488678280586,0,Man
7,6,5,10,7,39,9.821272027096349,5.1516725058004535,1,Woman
3,-0,0,2,3,42,12.545168289217527,6.075755461416865,1,Woman
6,3,7,2,3,42,10.325312837317936,2.99098159351076,0,Woman
2,8,-0,3,6,52,21.28681768998711,11.019423219511053,1,Woman
3,3,8,2,4,41,20.94073258326842,9.717240512452044,1,Woman
3,-0,5,1,5,51,20.871004320380756,11.319260312690156,1,Woman
2,4,2,3,2,52,20.123973328899346,11.41975591412102,1,Man
9,7,5,7,10,56,18.992022354225924,11.250064334440395,1,Woman
4,5,10,4,6,44,9.419933058274868,3.4988963655665852,1,Man
0,3,3,0,3,41,21.502165022697564,11.063362404757909,1,Woman
1,0,1,1,-0,59,18.99283573417064,7.843813430872029,1,Woman
10,8,7,10,10,29,-5.178390861708813,-1.4727405037855146,0,Woman
6,7,5,6,5,47,24.04823522434883,10.980701924308454,1,Woman
8,8,7,8,8,35,11.327340805971673,8.017725495020501,0,Man
8,7,5,5,7,38,11.997091499000861,8.545748491702387,0,Man
5,5,6,6,5,37,10.986576853852014,5.293319879343224,0,Woman
0,5,0,2,2,47,22.078623675481325,6.580787031698324,1,Woman
4,3,4,6,3,39,12.155161774729734,5.831265160146069,1,Man
3,4,3,5,6,38,9.128439818593343,4.7239044508152865,1,Woman
2,5,3,2,5,41,3.858825074703663,0.07150611156894371,0,Man
5,1,5,7,3,55,19.636034436972654,11.514087289803117,1,Woman
6,5,8,4,6,43,6.936952808663767,5.178447925776373,0,Woman
3,3,2,6,4,54,24.05386305224662,9.975710363364218,1,Woman
10,7,10,8,9,33,11.975372332155377,5.955238285972023,0,Man
2,0,1,0,0,52,25.84142782331704,8.543192267556764,1,Woman
1,7,3,2,2,48,16.219506221544165,4.25349620304521,1,Woman
7,6,5,8,7,46,19.64275753365039,9.22780471460197,1,Woman
5,3,5,5,3,47,18.248760959131314,10.63485939117108,1,Woman
-0,0,-0,0,1,49,24.533263744146502,11.75342911640157,1,Woman
9,9,10,9,8,33,9.683908558299926,5.827954318290919,0,Woman
3,2,3,1,4,37,12.867504040865054,5.814700847679224,1,Woman
7,9,8,6,7,30,6.61451652463418,4.6915309563662095,0,Woman
0,1,2,0,0,45,19.223945365914844,4.285332303454349,0,Man
0,3,1,-0,0,51,18.709500651886263,7.504969712320948,0,Man
10,8,8,10,8,36,5.831894954799223,2.310484267054685,1,Woman
4,3,7,4,5,44,12.353170079276463,4.765421545852567,0,Man
8,8,9,8,9,37,12.016675442154195,5.197860568463751,0,Man
2,6,6,6,2,35,19.493275997630615,1.8054272474487645,1,Man
10,10,4,10,8,40,4.001519290329231,4.242717777198523,1,Woman
7,5,7,6,5,40,-0.10113828639136457,0.841170631466488,0,Woman
1,4,4,6,3,49,19.69067829895939,8.21179744158789,0,Man
8,7,7,7,6,40,10.092489523290668,3.3936596774665753,1,Man
6,5,1,4,8,40,14.623653284214681,4.504197651477696,1,Woman
4,7,6,6,5,45,14.22201963390714,7.8114213335704035,0,Man
0,6,2,5,3,44,24.114810924234334,8.410327876881054,1,Woman
-0,3,4,0,3,48,19.93949644746875,11.352093647880471,1,Woman
3,5,2,3,5,44,19.12720423786068,8.481278331799782,0,Man
10,8,6,6,8,46,14.323829267837827,10.543295283943959,1,Woman
7,4,10,4,7,33,7.896475696679012,4.644547714386012,0,Woman
2,4,1,5,3,51,20.68001808658731,9.965507631926398,1,Woman
4,7,9,5,6,43,14.053202764966542,6.309094520667681,1,Woman
3,3,7,4,2,44,13.423163541270224,2.3991460705576744,1,Woman
0,3,4,0,1,53,17.452573271538885,7.659314174469961,1,Man
5,4,7,5,4,38,17.441160644112067,9.494073194625525,1,Woman
3,6,2,4,3,46,13.028995917393583,3.4294131178427816,0,Man
3,2,2,4,6,48,6.808553888786566,2.154119636842869,0,Man
10,10,10,10,10,22,5.585147858387021,6.6904357378822645,0,Woman
3,5,7,-0,2,52,21.79878003823689,6.868817665032218,1,Woman
8,6,6,6,5,44,6.220568933551425,0.6379982767615173,1,Woman
2,2,6,4,3,49,17.346158915564477,7.9171183216452246,1,Woman
8,10,7,6,6,36,9.890201727636391,4.2351747469354475,0,Woman
8,9,7,9,7,42,22.715792111165772,12.27129252092808,0,Man
8,4,10,5,6,32,6.877067226177228,2.735480357341949,0,Woman
8,9,5,6,8,46,13.211574039532165,8.843239424244075,1,Man
5,2,5,7,8,45,14.073388956554975,6.592035056212585,0,Man
5,4,8,6,7,42,13.384983182898367,6.907942130823701,1,Woman
8,9,7,6,8,36,3.155139247494386,4.764044107476881,1,Other
3,5,5,3,5,43,9.835764531588588,1.3580242679823744,1,Woman
6,10,6,7,3,40,10.749358063463848,3.307936190317497,1,Woman
4,3,8,-0,2,51,17.074942771824805,4.677097399275958,1,Woman
3,6,7,4,3,46,14.295144561633641,9.668674901140294,0,Man
4,4,7,3,5,46,25.07995719312948,10.277100027418632,1,Woman
1,2,4,1,0,45,16.027774122119038,4.604131923810673,1,Woman
6,10,4,10,8,42,6.105914999724387,5.862133038844875,1,Man
8,8,8,6,7,33,14.378803747532915,8.225483411714823,0,Man
2,0,4,2,2,54,21.572750072967345,4.546441693771646,1,Woman
4,2,5,5,4,38,18.02064320728291,8.124386108964782,0,Man
6,6,7,7,5,46,10.38321973119363,5.33488414908121,0,Man
7,10,6,7,6,37,16.502126302313968,10.32319763367647,1,Woman
7,2,6,5,7,48,18.29819190174202,8.43447564706538,1,Man
9,8,6,6,8,31,5.026346197675322,4.89722612004452,0,Woman
5,-0,2,5,4,56,20.350166704834365,12.786993270457378,1,Woman
5,3,2,4,5,53,22.81796125970161,12.656701921825816,1,Man
8,10,8,7,7,28,8.270889159758994,5.60039106116516,0,Woman
3,6,5,3,4,47,11.227128476612135,2.173298345729621,1,Man
0,5,1,0,0,49,19.012936965376063,9.662078021213329,0,Man
4,3,4,4,7,50,12.562564984598383,5.381661638515354,1,Woman
2,0,2,5,0,48,29.527475164905116,12.626719972955986,1,Man
4,1,3,5,4,45,14.413706660841637,7.309388598821192,0,Man
5,9,4,4,5,39,13.012250233763622,4.689142652891286,0,Woman
5,7,9,5,5,42,17.630615039379375,6.4879411744651,1,Woman
6,6,5,9,9,50,11.409827021807121,4.414069356875457,1,Man
5,6,5,6,8,49,14.608733330332768,5.946023666326099,1,Woman
4,5,1,5,3,40,20.901554430811927,7.205020854328831,1,Woman
8,10,10,10,10,34,3.480676338899567,3.1901461600616745,0,Woman
4,5,6,7,5,40,9.597459334030852,1.547243270192821,1,Man
9,8,8,10,9,46,14.572765294122693,8.365638735327543,0,Man
10,8,5,7,9,43,15.060039772980174,7.896765244825031,0,Man
8,9,10,7,8,43,10.877894175917197,4.5092484212361725,1,Woman
8,4,8,6,6,31,12.954586002655148,6.45284541625372,1,Man
2,5,6,2,4,46,15.782044504275353,5.928483814277434,0,Man
3,6,7,2,5,50,14.076795355278502,5.217996639099875,0,Man
5,3,6,6,7,46,7.461750513528488,2.1628461610661756,1,Woman
6,8,7,8,8,48,17.790951340718784,9.137003049077299,1,Woman
7,3,4,6,6,41,12.501789839718173,8.75257125312457,0,Woman
7,10,9,6,10,26,5.037224904629944,0.25723471450672797,0,Woman
6,5,7,4,4,46,27.649535157059226,12.62198367135621,0,Other
10,10,8,9,10,37,12.607910394387202,7.160167617081389,0,Woman
0,1,2,0,0,60,27.065077082117742,13.368932506104404,1,Man
7,2,4,4,4,39,6.179665728596376,5.554900065023026,1,Other
4,3,2,1,2,42,14.905049333247009,5.131679397789553,0,Man
10,10,8,10,10,31,10.264814406525371,6.244797881039118,1,Man
1,0,0,3,0,52,19.04449563815454,7.469007817047943,0,Man
5,9,5,5,2,37,10.242916346535685,5.398365035259048,1,Man
3,3,-0,3,3,47,8.326381788836855,2.1376016644417852,1,Man
4,1,1,1,0,45,22.084043613534668,7.7104427837988885,0,Man
7,7,6,9,8,32,12.262672145427846,7.2264723861003315,1,Woman
